Filename,Hue,Saturation,Value
44.jpg_4_4.png,24.0,107.0,79.0
13.jpg_0_3.png,27.0,238.0,191.0
63.jpg_2_1.png,106.0,235.0,127.0
38.jpg_2_4.png,25.0,248.0,172.0
70.jpg_3_1.png,105.0,244.0,132.0
1.jpg_1_0.png,105.0,254.0,187.0
32.jpg_3_0.png,26.0,233.0,191.0
42.jpg_1_2.png,108.0,241.0,125.0
51.jpg_0_2.png,48.0,146.0,37.0
41.jpg_4_1.png,108.0,255.0,162.0
66.jpg_2_4.png,17.0,169.0,91.0
38.jpg_4_2.png,25.0,248.0,168.0
28.jpg_0_1.png,22.0,125.0,129.0
34.jpg_0_0.png,24.0,90.0,77.0
44.jpg_2_2.png,108.0,253.0,160.0
24.jpg_4_3.png,104.0,234.0,151.0
7.jpg_2_0.png,48.0,157.0,45.0
57.jpg_3_2.png,23.0,244.0,160.0
27.jpg_1_0.png,44.0,203.0,157.0
42.jpg_3_0.png,56.0,88.0,29.0
32.jpg_1_2.png,25.0,110.0,129.0
1.jpg_3_2.png,47.0,168.0,46.0
31.jpg_4_1.png,51.0,142.0,44.0
51.jpg_2_0.png,107.0,244.0,133.0
16.jpg_2_4.png,29.0,50.0,78.0
28.jpg_2_3.png,26.0,51.0,142.0
7.jpg_0_2.png,24.0,58.5,43.0
44.jpg_0_0.png,26.0,252.0,172.0
34.jpg_2_2.png,26.0,253.0,166.0
54.jpg_4_3.png,27.0,37.5,32.0
27.jpg_3_2.png,26.0,242.0,195.0
57.jpg_1_0.png,29.0,189.0,37.0
57.jpg_1_1.png,39.0,210.5,28.0
27.jpg_3_3.png,25.0,235.0,180.0
7.jpg_0_3.png,26.0,244.0,198.0
54.jpg_4_2.png,49.0,172.0,111.0
34.jpg_2_3.png,25.0,243.0,168.0
44.jpg_0_1.png,35.0,199.0,109.0
28.jpg_2_2.png,22.0,119.0,113.0
51.jpg_2_1.png,51.0,106.0,38.0
31.jpg_4_0.png,26.0,241.0,189.0
32.jpg_1_3.png,22.0,142.0,107.5
42.jpg_3_1.png,67.0,75.0,30.0
19.jpg_3_4.png,26.0,251.0,191.0
1.jpg_3_3.png,34.0,217.0,141.0
27.jpg_1_1.png,38.0,216.0,123.0
57.jpg_3_3.png,23.0,240.0,181.0
24.jpg_4_2.png,104.0,234.0,158.0
44.jpg_2_3.png,25.0,254.0,178.0
34.jpg_0_1.png,21.0,127.0,63.0
7.jpg_2_1.png,42.0,102.0,51.0
28.jpg_0_0.png,23.0,111.0,97.0
38.jpg_4_3.png,24.0,238.0,150.0
41.jpg_4_0.png,108.0,249.0,134.0
51.jpg_0_3.png,25.0,255.0,181.0
1.jpg_1_1.png,50.0,158.0,46.0
69.jpg_3_4.png,37.0,247.0,116.0
42.jpg_1_3.png,108.0,249.0,129.0
32.jpg_3_1.png,41.0,215.0,155.0
4.jpg_1_4.png,105.0,254.0,173.0
37.jpg_3_4.png,25.0,255.0,173.0
70.jpg_3_0.png,106.0,255.0,158.0
63.jpg_2_0.png,22.0,111.0,82.0
13.jpg_0_2.png,21.0,167.0,157.0
24.jpg_2_4.png,26.0,232.0,203.0
31.jpg_0_4.png,26.0,241.0,201.0
66.jpg_4_3.png,37.0,216.0,125.0
65.jpg_1_0.png,40.0,234.0,121.0
15.jpg_3_2.png,36.0,146.0,38.0
22.jpg_1_4.png,105.0,254.0,183.0
47.jpg_3_4.png,46.0,195.0,98.0
70.jpg_1_2.png,23.0,252.0,201.0
28.jpg_4_4.png,25.0,233.0,186.0
13.jpg_2_0.png,27.0,246.0,191.0
63.jpg_0_2.png,38.0,170.0,43.0
54.jpg_2_4.png,108.0,255.0,184.0
41.jpg_0_4.png,23.0,126.0,82.0
16.jpg_4_3.png,106.0,255.0,165.0
15.jpg_1_0.png,35.0,123.0,45.0
65.jpg_3_2.png,24.0,246.0,186.0
52.jpg_1_4.png,26.0,58.0,89.0
41.jpg_0_0.png,26.0,251.0,174.0
51.jpg_4_3.png,25.0,255.0,153.0
31.jpg_2_2.png,24.0,100.0,82.0
22.jpg_3_2.png,25.0,248.0,169.0
52.jpg_1_0.png,23.0,50.0,73.0
15.jpg_1_4.png,21.0,193.0,143.0
4.jpg_3_2.png,26.0,236.0,191.0
47.jpg_3_0.png,25.0,248.0,163.0
37.jpg_1_2.png,25.0,250.0,161.0
24.jpg_0_2.png,23.0,132.0,95.0
54.jpg_2_0.png,66.0,59.0,45.0
34.jpg_4_1.png,39.0,208.0,88.0
13.jpg_2_4.png,26.0,231.0,181.0
28.jpg_4_0.png,22.0,93.0,140.0
38.jpg_0_3.png,21.0,121.0,76.0
31.jpg_0_0.png,44.0,214.0,159.0
41.jpg_2_2.png,108.0,253.0,162.0
52.jpg_3_2.png,26.0,232.0,171.0
22.jpg_1_0.png,35.0,179.0,50.0
65.jpg_1_4.png,30.0,162.0,118.0
70.jpg_3_4.png,105.0,249.0,158.0
37.jpg_3_0.png,108.0,255.0,148.0
47.jpg_1_2.png,37.0,215.0,96.0
4.jpg_1_0.png,26.0,240.0,196.0
7.jpg_4_3.png,106.0,255.0,164.0
54.jpg_0_2.png,58.0,99.0,36.0
24.jpg_2_0.png,105.0,254.0,191.0
44.jpg_4_1.png,108.0,255.0,162.0
38.jpg_2_1.png,25.0,251.0,165.0
63.jpg_2_4.png,38.0,174.0,25.0
41.jpg_4_4.png,25.0,74.0,126.0
